timestamp,rr,sr,cnt,mrt,tc
1614853320,100.0,100.0,46,323.39,ServiceTest6
1614853320,100.0,100.0,64,860.38,ServiceTest4
1614853320,100.0,100.0,20,66.0,ServiceTest9
1614853320,100.0,100.0,17,15.0,ServiceTest5
1614853380,100.0,100.0,37,157.08,ServiceTest1
1614853380,100.0,100.0,56,106.11,ServiceTest2
1614853380,100.0,100.0,20,445.15,ServiceTest4
1614853380,100.0,100.0,69,63.23,ServiceTest5
1614853380,100.0,100.0,79,178.29,ServiceTest7
1614853380,100.0,100.0,44,186.45,ServiceTest6
1614853380,100.0,100.0,64,81.0,ServiceTest10
1614853380,100.0,100.0,59,61.22,ServiceTest3
1614853380,100.0,100.0,64,109.94,ServiceTest11
1614853380,100.0,100.0,59,55.46,ServiceTest9
1614853380,100.0,100.0,83,160.47,ServiceTest8
1614853440,100.0,100.0,51,188.76,ServiceTest6
1614853440,100.0,100.0,33,117.0,ServiceTest7
1614853440,100.0,100.0,51,35.2,ServiceTest10
1614853440,100.0,100.0,49,63.61,ServiceTest2
1614853440,100.0,100.0,72,45.88,ServiceTest5
1614853440,100.0,100.0,60,83.47,ServiceTest11
1614853440,100.0,100.0,39,584.41,ServiceTest4
1614853440,100.0,100.0,81,44.05,ServiceTest3
1614853440,100.0,100.0,67,178.66,ServiceTest8
1614853440,100.0,100.0,29,43.52,ServiceTest9
1614853440,100.0,100.0,12,75.33,ServiceTest1
1614853500,100.0,100.0,19,116.16,ServiceTest2
1614853500,100.0,100.0,68,64.47,ServiceTest3
1614853500,100.0,100.0,59,21.93,ServiceTest10
1614853500,100.0,100.0,61,114.69,ServiceTest11
1614853500,100.0,100.0,17,481.18,ServiceTest4
1614853500,100.0,100.0,53,150.38,ServiceTest6
1614853500,100.0,100.0,26,170.19,ServiceTest8
1614853500,100.0,100.0,34,53.53,ServiceTest5
1614853500,100.0,100.0,44,52.73,ServiceTest1
1614853500,100.0,100.0,48,84.0,ServiceTest7
1614853500,100.0,100.0,38,36.37,ServiceTest9
1614853560,100.0,100.0,44,148.2,ServiceTest11
1614853560,100.0,100.0,37,359.76,ServiceTest4
1614853560,100.0,100.0,52,25.52,ServiceTest9
1614853560,100.0,100.0,23,21.61,ServiceTest3
1614853560,100.0,100.0,38,100.5,ServiceTest8
1614853560,100.0,100.0,49,138.86,ServiceTest6
1614853560,100.0,100.0,50,63.64,ServiceTest5
1614853560,100.0,100.0,39,76.69,ServiceTest10
1614853560,100.0,100.0,50,56.5,ServiceTest1
1614853560,100.0,100.0,36,141.67,ServiceTest7
1614853560,100.0,100.0,43,138.21,ServiceTest2
1614853620,100.0,100.0,17,44.88,ServiceTest6
1614853620,100.0,100.0,70,39.71,ServiceTest1
1614853620,100.0,100.0,45,647.29,ServiceTest4
1614853620,100.0,100.0,31,68.45,ServiceTest8
1614853620,100.0,100.0,71,56.49,ServiceTest10
1614853620,100.0,100.0,42,25.38,ServiceTest9
1614853620,100.0,100.0,20,321.95,ServiceTest7
1614853620,100.0,100.0,108,93.7,ServiceTest2
1614853620,100.0,100.0,33,43.82,ServiceTest5
1614853620,100.0,100.0,24,169.17,ServiceTest11
1614853620,100.0,100.0,27,149.22,ServiceTest3
1614853680,100.0,100.0,30,70.87,ServiceTest3
1614853680,100.0,100.0,34,21.47,ServiceTest10
1614853680,100.0,100.0,29,32.48,ServiceTest8
1614853680,100.0,100.0,52,125.6,ServiceTest2
1614853680,100.0,100.0,67,106.03,ServiceTest7
1614853680,100.0,100.0,23,341.26,ServiceTest4
1614853680,100.0,100.0,28,25.64,ServiceTest9
1614853680,100.0,100.0,54,53.54,ServiceTest1
1614853680,100.0,100.0,48,81.44,ServiceTest5
1614853680,100.0,100.0,35,146.2,ServiceTest6
1614853680,100.0,100.0,20,160.0,ServiceTest11
1614853740,100.0,100.0,27,40.11,ServiceTest11
1614853740,100.0,100.0,16,67.5,ServiceTest8
1614853740,100.0,100.0,53,55.19,ServiceTest5
1614853740,100.0,100.0,59,160.36,ServiceTest7
1614853740,100.0,100.0,22,17.27,ServiceTest10
1614853740,100.0,100.0,35,378.14,ServiceTest4
1614853740,100.0,100.0,37,106.14,ServiceTest9
1614853740,100.0,100.0,44,185.18,ServiceTest6
1614853740,100.0,100.0,26,137.38,ServiceTest2
1614853740,100.0,100.0,48,71.58,ServiceTest3
1614853740,100.0,100.0,34,21.74,ServiceTest1
1614853800,100.0,100.0,42,18.4,ServiceTest9
1614853800,100.0,100.0,47,47.57,ServiceTest10
1614853800,100.0,100.0,50,206.16,ServiceTest6
1614853800,100.0,100.0,29,95.69,ServiceTest8
1614853800,100.0,100.0,60,44.13,ServiceTest11
1614853800,100.0,100.0,62,503.08,ServiceTest4
1614853800,100.0,100.0,46,16.5,ServiceTest1
1614853800,100.0,100.0,51,192.61,ServiceTest2
1614853800,100.0,100.0,21,242.48,ServiceTest7
1614853800,100.0,100.0,40,90.75,ServiceTest5
1614853800,100.0,100.0,25,19.36,ServiceTest3
